gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,-0.43991649313097614,1,1,-0.8295205827584317,1,0,-1.4943441130683104,-0.9060563560561155,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,-0.43991649313097614,0,0,-0.7888002190384014,0,1,-1.127086976031597,-0.8334329378469324,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.43991649313097614,0,0,-1.2774445836787656,1,1,0.8354952811645946,-0.9677310765656768,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,-0.43991649313097614,1,1,-0.7073594915983407,1,0,-1.4694171580658184,-0.8767641749121683,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,-0.43991649313097614,0,0,1.3286586944031769,1,1,0.6676537841478158,1.4027061233769742,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,-0.43991649313097614,1,1,-0.8295205827584317,0,0,-1.0506443140239554,-0.8110719887144393,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1,-0.43991649313097614,1,0,1.6137012404433893,1,1,0.9052907551715716,1.9867617532848076,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,-0.43991649313097614,1,1,1.6137012404433893,1,0,0.8321716871642622,1.8668117063095186,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,-0.43991649313097614,1,1,1.6137012404433893,1,1,1.6963061272506461,2.7347829608393925,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,-0.43991649313097614,0,1,0.7992939660427822,1,1,0.677624566148813,0.9623962987512684,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True
1,-0.43991649313097614,0,0,-1.2367242199587352,1,0,-1.3265026160515319,-0.980048361477751,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,-0.43991649313097614,0,0,-1.1145631287986442,1,1,-0.013682985920294679,-0.8517322733166627,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,-0.43991649313097614,0,0,1.4508197855632678,1,0,-1.4710789550659844,-0.37835561571911597,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,-0.43991649313097614,0,1,1.2064976032430856,1,1,1.1761636661986499,1.8240764669013187,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
1,-0.43991649313097614,0,0,1.6137012404433893,1,0,0.7075369121518029,1.7781625733222606,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,-0.46402997296531395,-0.9849929346324187,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.43991649313097614,1,0,1.369379058123207,1,0,0.8055829351616043,1.596692323748494,0,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
1,-0.43991649313097614,1,1,1.6137012404433893,0,1,0.001273187081200524,1.0762539252324128,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,-0.43991649313097614,0,0,-0.2594354906780068,1,0,-1.4943441130683104,-0.8055314179027356,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,-0.43991649313097614,1,1,1.2879383306831464,1,0,0.9518210711762233,1.5630074191323198,0,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,2.273158691738958,1,0,-0.5037576729981889,1,1,0.2954112561106046,-0.3613144975253503,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.43991649313097614,0,0,-1.1960038562387048,1,1,1.0083221691818711,-0.8717092318210123,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,-0.43991649313097614,0,0,-0.4223169455581282,1,1,0.9933659961803764,-0.07830390638251285,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1,-0.43991649313097614,1,0,-1.1552834925186746,1,1,0.5264010391336954,-0.8665218448060708,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1,-0.43991649313097614,1,0,1.2064976032430856,0,1,-0.8562140650045189,0.024516726449819587,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,-0.43991649313097614,0,0,-1.1145631287986442,1,1,-1.4710789550659844,-0.961373768223961,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,-0.43991649313097614,1,0,1.0843365120829946,1,0,0.6909189421501416,1.2373498845304727,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
1,-0.43991649313097614,0,1,-1.1960038562387048,1,1,-1.2749869090463821,-0.9538906865300666,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,-0.43991649313097614,1,0,1.6137012404433893,1,1,1.111353583192171,2.0899576439012,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
1,-0.43991649313097614,1,1,1.002895784642934,1,1,1.0897502221900113,1.4639835121151785,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
1,-0.43991649313097614,0,1,1.369379058123207,1,0,-1.4893587220678117,-0.44713816013851243,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,-0.43991649313097614,0,0,1.125056875803025,0,1,-0.46402997296531395,0.3291156771697333,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,-0.43991649313097614,0,1,0.5142514200025698,1,0,1.1612074931971548,1.0385515549280713,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
0,-0.43991649313097614,0,0,-1.1960038562387048,0,1,-0.9958050130184734,-0.9571134886755197,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,-0.43991649313097614,0,0,-0.7073594915983407,1,0,1.3406815692150957,-0.308668037820517,1,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,-0.43991649313097614,0,1,0.758573602322752,0,0,-0.15327393393424887,0.3510130725689763,0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False
0,-0.43991649313097614,0,0,1.125056875803025,1,0,-0.00038860991896550476,0.7759373280482383,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1,-0.43991649313097614,0,0,0.025607055362205634,1,1,-0.33607160395252245,-0.272268032766735,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.43991649313097614,0,0,-0.9109613101984924,1,1,1.506861269231708,-0.5468242867745824,1,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1,2.273158691738958,0,0,-0.2594354906780068,1,0,-1.5109620830699715,-0.7848260178175643,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,-0.43991649313097614,0,0,-1.0738427650786138,1,0,0.6360796411446599,-0.7877618581281484,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,-0.43991649313097614,1,0,1.4100994218432374,1,1,1.5450826002355291,2.308821227957142,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
0,-0.43991649313097614,1,1,0.6771328748826912,0,1,-0.9625690730151509,-0.22070319843948535,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1,-0.43991649313097614,0,0,-1.2774445836787656,1,1,-1.4860351280674797,-0.9985684368204575,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,2.273158691738958,0,0,-1.0331224013585834,1,1,0.6510358141461546,-0.7382719786068753,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,2.273158691738958,0,0,-0.21871512695797646,1,1,1.5201556452330371,0.25415241630700214,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
1,-0.43991649313097614,1,1,0.18848851024232702,1,0,0.8787020031689138,0.4263074432411718,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
0,-0.43991649313097614,1,1,1.247217966963116,1,1,1.1894580421999785,1.736531033278942,1,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,-0.43991649313097614,1,1,-0.055833672077855064,1,0,0.8155537171626008,0.23887721709704635,0,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1,-0.43991649313097614,1,1,0.7178532386027215,1,1,1.2991366442109427,1.2078811114881447,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
1,2.273158691738958,0,0,-0.015113308357824713,1,1,0.5430190091353566,0.14892571885922853,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,-0.43991649313097614,0,0,-1.2774445836787656,0,0,-1.3348116010523623,-0.9965597039763738,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.43991649313097614,1,0,1.247217966963116,1,1,0.5463426031356892,1.1845709809018539,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1,-0.43991649313097614,0,0,-0.0965540357978854,1,1,0.9817334171792131,0.17561316950205588,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1,-0.43991649313097614,1,0,1.5729808767233588,1,1,1.7062769092516428,2.661519396998578,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,-0.43991649313097614,0,0,0.8400143297628127,1,0,1.3556377422165908,1.5011781807116749,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
0,-0.43991649313097614,0,0,-0.8295205827584317,1,1,1.1346187411944968,-0.5125433845013723,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
1,-0.43991649313097614,1,0,0.7178532386027215,1,1,0.9850570111795457,1.1624086976550392,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
0,-0.43991649313097614,0,0,-1.2367242199587352,1,0,-1.504314895069307,-0.9952573387258139,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,-0.43991649313097614,0,0,-0.9516816739185228,1,0,1.114677177192503,-0.5997135603396895,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1,-0.43991649313097614,0,0,-0.62591876415828,1,0,0.966777244177718,-0.2897285567191556,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,-0.43991649313097614,1,0,0.9621754209229036,1,1,1.3572995392167568,1.671765954547713,0,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
1,-0.43991649313097614,1,1,1.4100994218432374,1,0,0.5513279941361872,1.375952450772254,0,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
1,2.273158691738958,0,0,-0.9516816739185228,1,1,1.1877962451998125,-0.6018768110948567,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,-0.43991649313097614,0,0,-1.1552834925186746,1,1,-0.2779087089467081,-0.9037385873898649,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,-0.43991649313097614,0,0,-0.5444780367182193,1,1,0.019552954083027783,-0.4635832806752423,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
0,-0.43991649313097614,0,1,-0.9924020376385531,1,0,-1.4893587220678117,-0.9319712171435259,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,-0.43991649313097614,0,0,1.5729808767233588,1,1,1.5450826002355291,2.5174204079196887,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1,2.273158691738958,0,0,-0.9109613101984924,1,1,0.2688225041079463,-0.7033950786766293,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,2.273158691738958,0,0,-0.7073594915983407,1,0,0.8055829351616043,-0.4386617490162248,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1,-0.43991649313097614,1,1,1.6137012404433893,1,1,1.3739175092184182,2.457533680381235,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
1,-0.43991649313097614,0,0,-0.8295205827584317,1,0,-1.4860351280674797,-0.8895450135574926,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,-0.43991649313097614,1,1,1.6137012404433893,1,1,-1.3148700370503688,-0.21324219073288841,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,2.273158691738958,1,0,-1.2774445836787656,1,1,0.2920876621102721,-0.9749492704119997,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,2.273158691738958,0,0,-0.38159658183809786,1,1,0.35357415111641893,-0.28182606926660625,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.43991649313097614,0,0,1.6137012404433893,0,1,0.02620014208369237,1.1149716989524452,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,-0.43991649313097614,0,0,-0.2594354906780068,1,1,0.5297246331340278,-0.039255022853016075,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,-0.43991649313097614,0,0,-0.46303730927815856,1,1,1.3224018022132684,-0.018770362640820958,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
1,-0.43991649313097614,1,0,1.125056875803025,1,0,-1.3497677740538576,-0.34259575629696504,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,-0.43991649313097614,0,0,-0.8295205827584317,1,0,-1.4727407520661506,-0.894688252597839,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,-0.43991649313097614,1,0,-0.6666391278783103,1,1,0.35357415111641893,-0.482324095890925,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.43991649313097614,1,0,1.247217966963116,1,1,0.4964886931307054,1.1055681803636574,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False
0,2.273158691738958,0,0,-0.4223169455581282,1,0,0.5629605731373504,-0.20352963632193385,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.43991649313097614,1,1,-0.015113308357824713,1,0,0.38348649711940885,0.05396342550485013,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
0,2.273158691738958,0,0,-1.1960038562387048,1,1,0.48651791112970877,-0.9168946838192487,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.43991649313097614,0,0,-0.7888002190384014,1,1,0.544680806135523,-0.586998943656258,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0,-0.43991649313097614,1,1,1.4508197855632678,1,1,1.2958130502106107,2.1003544919183805,0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
0,-0.43991649313097614,1,1,-0.0965540357978854,1,0,0.720831288153132,0.11307756348788724,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
0,-0.43991649313097614,0,0,-0.6666391278783103,1,0,0.3436033691154218,-0.4719713958483394,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.43991649313097614,0,0,0.025607055362205634,1,0,0.5264010391336954,0.162986848767815,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,-0.43991649313097614,1,0,1.6137012404433893,1,0,-1.5109620830699715,-0.43137733320800886,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,2.273158691738958,0,0,-1.1552834925186746,1,1,0.6593447991469852,-0.8484432492093168,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,-0.43991649313097614,0,0,-0.8295205827584317,0,1,-1.03568814102246,-0.8151777503517973,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,2.273158691738958,1,0,-1.1552834925186746,1,1,0.6144762801425001,-0.8714222699861434,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,-0.43991649313097614,1,1,-1.318164947398796,1,0,0.534710024134526,-0.3904631977518628,0,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True
0,-0.43991649313097614,0,0,-1.0738427650786138,1,1,0.4748853321285456,-0.8155971561104522,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.43991649313097614,1,0,1.3286586944031769,1,1,1.438727592224897,2.1354300577343053,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
0,-0.43991649313097614,0,0,-0.7073594915983407,1,0,-1.491020519067978,-0.8659479211363326,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,-0.43991649313097614,0,1,-0.3408762181180675,1,0,-1.4527991880641573,-0.7727515467657641,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,-0.43991649313097614,0,1,-0.7888002190384014,0,0,-1.150352134033923,-0.8386865468237669,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,-0.43991649313097614,0,0,-0.3408762181180675,1,1,0.5014740841312035,-0.12401913407589224,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,-0.43991649313097614,1,0,1.6137012404433893,0,0,0.02453834508352634,1.1645278004356112,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,-0.43991649313097614,1,1,0.880734693482843,1,1,1.3074456292117733,1.485086243971707,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0,-0.43991649313097614,0,0,-1.1960038562387048,1,0,0.32033821111309646,-0.9121487765502595,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.43991649313097614,1,1,-1.1552834925186746,1,1,-1.4710789550659844,-0.9731612774408923,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,2.273158691738958,1,1,-0.015113308357824713,1,1,0.8836873941694119,0.27134805241185134,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1,2.273158691738958,0,0,0.10704778280226633,1,1,1.1396041321949948,0.491756815578627,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,-0.43991649313097614,1,1,0.10704778280226633,1,0,-1.4710789550659844,-0.6721824606377891,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,2.273158691738958,0,0,-1.2367242199587352,1,0,-0.6584602219847502,-0.969828105358951,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.43991649313097614,0,0,-0.9924020376385531,1,0,0.36022133911708304,-0.7709856277819541,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,-0.43991649313097614,0,0,-0.4223169455581282,1,0,-0.32111543095102724,-0.4541797620864544,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,-0.43991649313097614,0,0,-0.7073594915983407,1,0,-0.1931570619382357,-0.5857407263802934,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1,-0.43991649313097614,0,0,-0.4223169455581282,1,1,1.0083221691818711,-0.0526760071299715,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,-0.43991649313097614,1,0,-1.2774445836787656,1,0,-0.6667692069855808,-0.987685961082729,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,-0.43991649313097614,1,1,1.5729808767233588,1,0,-1.3065610520495383,-0.20686280840387516,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,-0.43991649313097614,0,0,-1.1552834925186746,1,0,-0.2662761299455452,-0.8991913460065543,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,-0.43991649313097614,0,0,-0.30015585439803716,1,0,0.5646223701375164,-0.11174599713841331,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
0,-0.43991649313097614,1,1,-0.015113308357824713,1,1,0.7091987091519689,0.1950603523112627,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1,2.273158691738958,1,0,-1.0331224013585834,0,0,-1.1619847130350858,-0.9100958957315807,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.43991649313097614,0,0,-0.62591876415828,1,1,-1.4710789550659844,-0.8459268146573876,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,2.273158691738958,1,0,-0.9924020376385531,1,0,-0.12834697893175703,-0.7637453599483334,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,2.273158691738958,0,0,0.9621754209229036,1,0,0.28211688010927544,0.7824270803137396,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
1,-0.43991649313097614,0,0,-1.2774445836787656,1,1,-0.6335332669822583,-0.9872444813367766,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,2.273158691738958,0,0,-0.9924020376385531,1,0,1.1811490571991479,-0.6399544391832581,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
1,-0.43991649313097614,0,0,-1.0331224013585834,1,0,-1.5126238800701375,-0.9578419302563412,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,-0.43991649313097614,0,1,-1.1960038562387048,1,0,-1.4594463760648215,-0.9806443591347869,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,-0.43991649313097614,0,0,1.5729808767233588,1,0,0.4183842341228973,1.442836632284055,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
0,-0.43991649313097614,0,0,-1.2367242199587352,1,1,1.0382345151848615,-0.9302494461343112,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0.8570986421667539,-0.9674441147308076,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,-0.43991649313097614,1,0,0.6771328748826912,1,1,0.966777244177718,1.0821476798408787,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,-0.43991649313097614,0,0,1.0436161483629645,1,0,0.1774236690988095,0.7801093116474892,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
1,2.273158691738958,1,0,0.47353105628253944,0,1,-1.1437049460332582,-0.40714009515521765,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.43991649313097614,1,1,1.0843365120829946,1,1,0.3718539181182462,0.9979354183004431,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
1,-0.43991649313097614,0,0,1.5729808767233588,1,1,1.438727592224897,2.3178715627491675,1,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
1,-0.43991649313097614,0,0,-1.2774445836787656,1,1,0.17077648109814536,-0.9765606714847264,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.43991649313097614,0,0,-0.8702409464784621,1,0,0.3485887601159204,-0.6150991294861333,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,2.273158691738958,1,0,1.2064976032430856,1,1,1.2958130502106107,1.8106996305989589,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,-0.43991649313097614,1,1,0.10704778280226633,1,1,-0.32610082195152557,-0.16154491248185304,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,-0.43991649313097614,0,0,-0.5037576729981889,1,1,-1.504314895069307,-0.8250889706484306,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,-0.43991649313097614,1,1,0.3106496014024181,1,0,-1.5009913010689746,-0.650285065238546,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,-0.43991649313097614,0,0,0.26992923768238775,1,1,-0.562075995975115,-0.17461271296204642,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,-0.43991649313097614,0,0,-1.2774445836787656,1,1,0.7258166791536301,-0.9691879597273201,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,-0.43991649313097614,1,1,1.6137012404433893,1,0,-1.3630621500551865,-0.2660652423361027,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,2.273158691738958,1,0,0.025607055362205634,1,1,0.5264010391336954,0.16537083939595842,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.43991649313097614,0,0,-0.8295205827584317,1,0,-0.6966815529885713,-0.7686016371538107,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,-1.4960059100684764,-0.9987008807442433,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,-0.43991649313097614,0,1,-0.21871512695797646,1,0,-1.51594747407047,-0.7701909642392397,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,-0.43991649313097614,1,1,0.06632741908223598,1,0,-1.5009913010689746,-0.7077436541742613,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
